품목명,수집일,외부 일사량,내부온도,내부습도,내부CO2,지습
파프리카,2021/02/21 11:00,676,26,84,324,67
파프리카,2021/02/21 12:00,730,28,84,298,68
파프리카,2021/02/21 13:00,712,29,85,289,69
파프리카,2021/02/21 14:00,624,29,85,291,69
파프리카,2021/02/21 15:00,468,29,87,288,68
파프리카,2021/02/21 16:00,276,28,91,279,67
파프리카,2021/02/21 17:00,65,24,92,307,67
파프리카,2021/02/21 18:00,2,18,91,357,65
파프리카,2021/02/21 19:00,0,18,94,385,64
파프리카,2021/02/21 20:00,0,17,97,412,64
파프리카,2021/02/21 21:00,0,17,99,433,63
파프리카,2021/02/21 22:00,0,16,99,452,63
파프리카,2021/02/21 23:00,0,16,99,465,62
파프리카,2021/02/22 0:00,0,15,99,478,62
파프리카,2021/02/22 1:00,0,16,98,490,62
파프리카,2021/02/22 2:00,0,17,99,499,62
파프리카,2021/02/22 3:00,0,17,99,502,62
파프리카,2021/02/22 4:00,0,16,99,505,62
파프리카,2021/02/22 5:00,0,17,98,519,62
파프리카,2021/02/22 6:00,0,17,99,518,62
파프리카,2021/02/22 7:00,34,17,98,525,62
파프리카,2021/02/22 8:00,187,18,97,482,62
파프리카,2021/02/22 9:00,377,22,90,361,62
파프리카,2021/02/22 10:00,543,24,87,334,64
파프리카,2021/02/22 11:00,665,28,85,308,66
파프리카,2021/02/22 12:00,711,29,85,294,68
파프리카,2021/02/22 13:00,684,30,87,278,68
파프리카,2021/02/22 14:00,587,31,90,262,69
파프리카,2021/02/22 15:00,430,32,92,244,68
파프리카,2021/02/22 16:00,235,30,93,251,68
파프리카,2021/02/22 17:00,70,25,92,293,67
파프리카,2021/02/22 18:00,2,18,91,357,66
파프리카,2021/02/22 19:00,0,17,95,380,65
파프리카,2021/02/22 20:00,0,17,98,413,63
파프리카,2021/02/22 21:00,0,17,99,436,63
파프리카,2021/02/22 22:00,0,16,99,458,63
파프리카,2021/02/22 23:00,0,15,100,476,62
파프리카,2021/02/23 0:00,0,16,98,491,62
파프리카,2021/02/23 1:00,0,16,98,500,62
파프리카,2021/02/23 2:00,0,16,98,504,62
파프리카,2021/02/23 3:00,0,16,97,514,62
파프리카,2021/02/23 4:00,0,16,97,529,62
파프리카,2021/02/23 5:00,0,16,97,534,62
파프리카,2021/02/23 6:00,0,17,97,535,61
파프리카,2021/02/23 7:00,56,17,97,539,61
파프리카,2021/02/23 8:00,197,17,96,503,61
파프리카,2021/02/23 9:00,306,19,96,395,62
파프리카,2021/02/23 10:00,426,23,93,309,64
파프리카,2021/02/23 11:00,674,25,88,287,66
파프리카,2021/02/23 12:00,614,27,87,279,69
파프리카,2021/02/23 13:00,680,29,87,258,69
파프리카,2021/02/23 14:00,475,28,89,250,69
파프리카,2021/02/23 15:00,435,28,89,236,69
파프리카,2021/02/23 16:00,266,27,92,219,68
파프리카,2021/02/23 17:00,84,22,93,263,68
파프리카,2021/02/23 18:00,3,17,93,371,66
파프리카,2021/02/23 19:00,0,17,99,412,65
파프리카,2021/02/23 20:00,0,16,100,441,65
파프리카,2021/02/23 21:00,0,16,98,464,64
파프리카,2021/02/23 22:00,0,16,99,484,64
파프리카,2021/02/23 23:00,0,16,98,504,64
파프리카,2021/02/24 0:00,0,15,98,520,63
파프리카,2021/02/24 1:00,0,16,97,538,63
파프리카,2021/02/24 2:00,0,16,97,550,63
파프리카,2021/02/24 3:00,0,16,98,567,63
파프리카,2021/02/24 4:00,0,16,97,575,62
파프리카,2021/02/24 5:00,0,17,97,588,62
파프리카,2021/02/24 6:00,0,17,98,598,62
파프리카,2021/02/24 7:00,28,17,97,610,62
파프리카,2021/02/24 8:00,118,17,97,603,62
파프리카,2021/02/24 9:00,197,18,96,528,63
파프리카,2021/02/24 10:00,293,20,96,410,64
파프리카,2021/02/24 11:00,456,24,92,291,65
파프리카,2021/02/24 12:00,506,25,91,282,68
파프리카,2021/02/24 13:00,538,28,91,236,69
파프리카,2021/02/24 14:00,431,28,90,248,69
파프리카,2021/02/24 15:00,306,27,94,207,68
파프리카,2021/02/24 16:00,159,26,96,177,69
파프리카,2021/02/24 17:00,56,20,94,238,67
파프리카,2021/02/24 18:00,2,17,95,357,66
파프리카,2021/02/24 19:00,0,17,99,394,65
파프리카,2021/02/24 20:00,0,16,100,420,65
파프리카,2021/02/24 21:00,0,16,99,442,65
파프리카,2021/02/24 22:00,0,16,98,465,65
파프리카,2021/02/24 23:00,0,16,98,484,64
파프리카,2021/02/25 0:00,0,16,98,505,65
파프리카,2021/02/25 1:00,0,16,98,527,64
파프리카,2021/02/25 2:00,0,16,98,539,64
파프리카,2021/02/25 3:00,0,16,98,556,64
파프리카,2021/02/25 4:00,0,16,98,566,64
파프리카,2021/02/25 5:00,0,16,98,576,63
파프리카,2021/02/25 6:00,0,17,98,591,63
파프리카,2021/02/25 7:00,49,17,98,600,63
파프리카,2021/02/25 8:00,154,17,97,577,64
파프리카,2021/02/25 9:00,108,17,97,496,64
파프리카,2021/02/25 10:00,158,17,98,438,65
파프리카,2021/02/25 11:00,339,21,95,329,67
파프리카,2021/02/25 12:00,232,23,96,247,68
파프리카,2021/02/25 13:00,135,21,98,334,69
파프리카,2021/02/25 14:00,143,20,98,344,68
파프리카,2021/02/25 15:00,93,19,98,327,68
파프리카,2021/02/25 16:00,123,18,98,319,67
파프리카,2021/02/25 17:00,23,17,99,324,67
파프리카,2021/02/25 18:00,1,15,100,361,66
파프리카,2021/02/25 19:00,0,15,100,399,66
파프리카,2021/02/25 20:00,0,15,100,426,65
파프리카,2021/02/25 21:00,0,15,100,450,65
파프리카,2021/02/25 22:00,0,16,99,470,65
파프리카,2021/02/25 23:00,0,15,99,488,65
파프리카,2021/02/26 0:00,0,16,99,508,65
파프리카,2021/02/26 1:00,0,17,99,525,65
파프리카,2021/02/26 2:00,0,16,100,544,65
파프리카,2021/02/26 3:00,0,17,99,565,65
파프리카,2021/02/26 4:00,0,16,100,573,65
파프리카,2021/02/26 5:00,0,17,99,587,65
파프리카,2021/02/26 6:00,0,17,99,589,65
파프리카,2021/02/26 7:00,12,17,99,601,65
파프리카,2021/02/26 8:00,42,17,99,605,65
파프리카,2021/02/26 9:00,93,17,99,589,65
파프리카,2021/02/26 10:00,150,17,99,522,66
파프리카,2021/02/26 11:00,575,23,91,364,68
파프리카,2021/02/26 12:00,659,24,86,325,68
파프리카,2021/02/26 13:00,521,26,89,287,69
파프리카,2021/02/26 14:00,393,26,93,236,69
파프리카,2021/02/26 15:00,348,27,95,191,69
파프리카,2021/02/26 16:00,203,24,95,189,68
파프리카,2021/02/26 17:00,78,20,94,245,68
파프리카,2021/02/26 18:00,2,16,97,371,66
파프리카,2021/02/26 19:00,0,16,99,399,66
파프리카,2021/02/26 20:00,0,16,100,425,65
파프리카,2021/02/26 21:00,0,15,100,445,65
파프리카,2021/02/26 22:00,0,16,99,455,65
파프리카,2021/02/26 23:00,0,16,99,466,65
파프리카,2021/02/27 0:00,0,17,99,476,65
파프리카,2021/02/27 1:00,0,17,99,489,65
파프리카,2021/02/27 2:00,0,16,99,486,65
파프리카,2021/02/27 3:00,0,17,98,500,65
파프리카,2021/02/27 4:00,0,17,99,501,65
파프리카,2021/02/27 5:00,0,17,98,498,65
파프리카,2021/02/27 6:00,0,17,99,494,65
파프리카,2021/02/27 7:00,12,17,99,501,65
파프리카,2021/02/27 8:00,63,17,99,497,65
파프리카,2021/02/27 9:00,131,17,98,431,64
파프리카,2021/02/27 10:00,160,17,98,356,65
파프리카,2021/02/27 11:00,217,18,97,287,67
파프리카,2021/02/27 12:00,307,21,96,262,68
파프리카,2021/02/27 13:00,432,25,94,260,68
파프리카,2021/02/27 14:00,617,26,90,284,69
파프리카,2021/02/27 15:00,419,26,91,264,68
파프리카,2021/02/27 16:00,263,24,94,217,68
파프리카,2021/02/27 17:00,84,20,95,249,67
파프리카,2021/02/27 18:00,3,16,97,350,66
파프리카,2021/02/27 19:00,0,16,99,386,65
파프리카,2021/02/27 20:00,0,16,99,409,65
파프리카,2021/02/27 21:00,0,16,99,425,65
파프리카,2021/02/27 22:00,0,16,98,443,65
파프리카,2021/02/27 23:00,0,16,99,456,65
파프리카,2021/02/28 0:00,0,16,98,470,64
파프리카,2021/02/28 1:00,0,16,98,473,64
파프리카,2021/02/28 2:00,0,16,98,486,64
파프리카,2021/02/28 3:00,0,16,98,495,64
파프리카,2021/02/28 4:00,0,16,98,495,65
파프리카,2021/02/28 5:00,0,17,97,505,64
파프리카,2021/02/28 6:00,0,17,98,506,64
파프리카,2021/02/28 7:00,28,17,98,515,65
파프리카,2021/02/28 8:00,129,17,97,505,64
파프리카,2021/02/28 9:00,178,18,97,426,64
파프리카,2021/02/28 10:00,286,20,97,330,66
파프리카,2021/02/28 11:00,687,25,89,295,67
파프리카,2021/02/28 12:00,504,26,89,300,68
파프리카,2021/02/28 13:00,464,27,90,268,69
파프리카,2021/02/28 14:00,256,26,94,254,69
파프리카,2021/02/28 15:00,204,26,96,203,69
파프리카,2021/02/28 16:00,124,25,97,178,69
파프리카,2021/02/28 17:00,37,22,97,201,69
파프리카,2021/02/28 18:00,1,19,98,278,68
파프리카,2021/02/28 19:00,0,18,99,347,67
파프리카,2021/02/28 20:00,0,17,100,388,67
파프리카,2021/02/28 21:00,0,16,100,415,66
파프리카,2021/02/28 22:00,0,16,99,438,66
파프리카,2021/02/28 23:00,0,18,99,456,66
파프리카,2021/03/01 0:00,0,17,99,479,66
파프리카,2021/03/01 1:00,0,16,100,498,65
파프리카,2021/03/01 2:00,0,17,98,519,65
파프리카,2021/03/01 3:00,0,17,99,533,65
파프리카,2021/03/01 4:00,0,16,99,547,65
파프리카,2021/03/01 5:00,0,17,99,558,65
파프리카,2021/03/01 6:00,0,18,98,563,65
파프리카,2021/03/01 7:00,16,17,99,579,65
파프리카,2021/03/01 8:00,63,18,99,575,65
파프리카,2021/03/01 9:00,79,17,99,531,65
파프리카,2021/03/01 10:00,86,18,99,472,66
파프리카,2021/03/01 11:00,219,20,97,394,68
파프리카,2021/03/01 12:00,191,22,96,286,69
파프리카,2021/03/01 13:00,209,22,97,299,70
파프리카,2021/03/01 14:00,95,22,97,287,70
파프리카,2021/03/01 15:00,52,20,99,289,69
파프리카,2021/03/01 16:00,64,19,99,286,69
파프리카,2021/03/01 17:00,28,19,99,284,69
파프리카,2021/03/01 18:00,1,18,100,310,68
파프리카,2021/03/01 19:00,0,18,100,354,68
파프리카,2021/03/01 20:00,0,17,100,381,68
파프리카,2021/03/01 21:00,0,17,100,403,67
파프리카,2021/03/01 22:00,0,17,100,419,68
파프리카,2021/03/01 23:00,0,16,100,443,67
파프리카,2021/03/02 0:00,0,15,100,463,66
파프리카,2021/03/02 1:00,0,16,99,479,66
파프리카,2021/03/02 2:00,0,16,100,491,66
파프리카,2021/03/02 3:00,0,16,99,500,66
파프리카,2021/03/02 4:00,0,17,100,510,65
파프리카,2021/03/02 5:00,0,17,99,512,66
파프리카,2021/03/02 6:00,0,17,99,520,66
파프리카,2021/03/02 7:00,33,17,99,530,65
파프리카,2021/03/02 8:00,88,17,99,520,66
파프리카,2021/03/02 9:00,143,17,98,460,65
파프리카,2021/03/02 10:00,345,20,96,346,67
파프리카,2021/03/02 11:00,413,24,93,260,69
파프리카,2021/03/02 12:00,413,25,95,289,70
파프리카,2021/03/02 13:00,609,27,91,279,71
파프리카,2021/03/02 14:00,592,27,89,284,70
파프리카,2021/03/02 15:00,407,25,92,264,69
파프리카,2021/03/02 16:00,244,25,94,231,69
파프리카,2021/03/02 17:00,73,19,96,246,68
파프리카,2021/03/02 18:00,6,16,98,317,66
파프리카,2021/03/02 19:00,0,16,100,351,66
파프리카,2021/03/02 20:00,0,16,99,374,66
파프리카,2021/03/02 21:00,0,16,99,394,65
파프리카,2021/03/02 22:00,0,16,99,419,65
파프리카,2021/03/02 23:00,0,16,99,439,65
파프리카,2021/03/03 0:00,0,16,99,460,65
파프리카,2021/03/03 1:00,0,16,98,477,65
파프리카,2021/03/03 2:00,0,16,98,495,64
파프리카,2021/03/03 3:00,0,16,98,510,64
파프리카,2021/03/03 4:00,0,16,98,524,64
파프리카,2021/03/03 5:00,0,17,97,541,64
파프리카,2021/03/03 6:00,1,17,98,553,64
파프리카,2021/03/03 7:00,58,16,98,566,64
파프리카,2021/03/03 8:00,253,17,95,508,63
파프리카,2021/03/03 9:00,464,21,89,363,65
파프리카,2021/03/03 10:00,573,24,88,304,67
파프리카,2021/03/03 11:00,671,26,87,298,69
파프리카,2021/03/03 12:00,688,28,87,293,69
파프리카,2021/03/03 13:00,683,28,87,302,70
파프리카,2021/03/03 14:00,598,28,89,280,70
파프리카,2021/03/03 15:00,484,28,90,254,70
파프리카,2021/03/03 16:00,214,25,94,237,69
파프리카,2021/03/03 17:00,75,20,94,249,68
파프리카,2021/03/03 18:00,3,17,95,348,67
파프리카,2021/03/03 19:00,0,17,99,380,67
파프리카,2021/03/03 20:00,0,16,100,410,66
파프리카,2021/03/03 21:00,0,15,100,437,66
파프리카,2021/03/03 22:00,0,16,99,455,65
파프리카,2021/03/03 23:00,0,16,99,477,66
파프리카,2021/03/04 0:00,0,16,99,495,65
파프리카,2021/03/04 1:00,0,16,99,516,65
파프리카,2021/03/04 2:00,0,16,98,534,65
파프리카,2021/03/04 3:00,0,16,98,549,65
파프리카,2021/03/04 4:00,0,16,99,564,65
파프리카,2021/03/04 5:00,0,17,98,576,64
파프리카,2021/03/04 6:00,1,17,98,591,65
파프리카,2021/03/04 7:00,48,17,98,607,65
파프리카,2021/03/04 8:00,123,17,97,566,65
파프리카,2021/03/04 9:00,192,18,98,486,64
파프리카,2021/03/04 10:00,283,21,96,364,66
파프리카,2021/03/04 11:00,241,23,96,286,68
파프리카,2021/03/04 12:00,318,25,96,256,69
파프리카,2021/03/04 13:00,385,26,94,269,70
파프리카,2021/03/04 14:00,249,25,95,285,71
파프리카,2021/03/04 15:00,220,25,97,257,70
파프리카,2021/03/04 16:00,94,23,97,223,70
파프리카,2021/03/04 17:00,24,19,97,274,69
파프리카,2021/03/04 18:00,2,17,99,322,68
파프리카,2021/03/04 19:00,0,17,100,360,68
파프리카,2021/03/04 20:00,0,16,100,392,67
파프리카,2021/03/04 21:00,0,16,100,421,67
파프리카,2021/03/04 22:00,0,16,100,450,67
파프리카,2021/03/04 23:00,0,15,100,474,66
파프리카,2021/03/05 0:00,0,16,99,496,66
파프리카,2021/03/05 1:00,0,17,99,511,66
파프리카,2021/03/05 2:00,0,16,100,529,66
파프리카,2021/03/05 3:00,0,17,99,555,66
파프리카,2021/03/05 4:00,0,17,99,569,66
파프리카,2021/03/05 5:00,0,17,100,579,66
파프리카,2021/03/05 6:00,1,17,99,580,65
파프리카,2021/03/05 7:00,51,17,99,586,66
파프리카,2021/03/05 8:00,132,18,98,544,66
파프리카,2021/03/05 9:00,197,19,98,441,66
파프리카,2021/03/05 10:00,465,23,93,315,68
파프리카,2021/03/05 11:00,735,27,82,328,69
파프리카,2021/03/05 12:00,718,28,86,310,70
파프리카,2021/03/05 13:00,618,29,88,304,70
파프리카,2021/03/05 14:00,620,28,88,314,71
파프리카,2021/03/05 15:00,507,29,90,289,70
파프리카,2021/03/05 16:00,285,28,93,274,70
파프리카,2021/03/05 17:00,91,25,93,271,70
파프리카,2021/03/05 18:00,6,19,87,368,68
파프리카,2021/03/05 19:00,0,17,93,406,67
파프리카,2021/03/05 20:00,0,17,97,438,67
파프리카,2021/03/05 21:00,0,16,99,462,66
파프리카,2021/03/05 22:00,0,16,99,485,66
파프리카,2021/03/05 23:00,0,17,99,506,65
파프리카,2021/03/06 0:00,0,16,99,530,65
파프리카,2021/03/06 1:00,0,17,98,555,65
파프리카,2021/03/06 2:00,0,17,99,571,65
파프리카,2021/03/06 3:00,0,17,98,585,65
파프리카,2021/03/06 4:00,0,16,99,601,65
파프리카,2021/03/06 5:00,0,17,98,617,65
파프리카,2021/03/06 6:00,1,17,98,629,65
파프리카,2021/03/06 7:00,61,17,98,646,65
파프리카,2021/03/06 8:00,225,18,96,563,64
파프리카,2021/03/06 9:00,362,21,91,383,66
파프리카,2021/03/06 10:00,511,23,90,310,68
파프리카,2021/03/06 11:00,434,24,91,274,69
파프리카,2021/03/06 12:00,335,24,93,295,70
파프리카,2021/03/06 13:00,227,24,96,245,70
파프리카,2021/03/06 14:00,130,21,96,437,70
파프리카,2021/03/06 15:00,96,19,97,467,69
파프리카,2021/03/06 16:00,63,17,98,424,68
파프리카,2021/03/06 17:00,22,15,99,416,68
파프리카,2021/03/06 18:00,1,15,99,439,67
파프리카,2021/03/06 19:00,0,15,99,460,67
파프리카,2021/03/06 20:00,0,15,99,468,66
파프리카,2021/03/06 21:00,0,15,99,477,66
파프리카,2021/03/06 22:00,0,15,99,487,66
파프리카,2021/03/06 23:00,0,15,99,498,66
파프리카,2021/03/07 0:00,0,16,99,497,65
파프리카,2021/03/07 1:00,0,17,98,518,66
파프리카,2021/03/07 2:00,0,17,99,531,66
파프리카,2021/03/07 3:00,0,17,99,529,66
파프리카,2021/03/07 4:00,0,17,100,536,66
파프리카,2021/03/07 5:00,0,17,98,555,65
파프리카,2021/03/07 6:00,1,18,99,548,66
파프리카,2021/03/07 7:00,30,17,99,556,66
파프리카,2021/03/07 8:00,91,17,98,519,66
파프리카,2021/03/07 9:00,215,18,98,429,65
파프리카,2021/03/07 10:00,299,22,96,316,68
파프리카,2021/03/07 11:00,546,25,92,245,70
파프리카,2021/03/07 12:00,624,26,89,278,70
파프리카,2021/03/07 13:00,685,28,88,279,71
파프리카,2021/03/07 14:00,532,28,91,242,71
파프리카,2021/03/07 15:00,470,28,91,244,71
파프리카,2021/03/07 16:00,308,28,94,193,71
파프리카,2021/03/07 17:00,76,23,95,215,71
파프리카,2021/03/07 18:00,4,17,94,358,69
파프리카,2021/03/07 19:00,0,17,99,397,68
파프리카,2021/03/07 20:00,0,17,100,431,68
파프리카,2021/03/07 21:00,0,16,100,454,67
파프리카,2021/03/07 22:00,1,16,99,473,66
파프리카,2021/03/07 23:00,0,17,99,492,66
파프리카,2021/03/08 0:00,0,17,98,509,66
파프리카,2021/03/08 1:00,0,17,98,526,66
파프리카,2021/03/08 2:00,0,16,98,548,66
파프리카,2021/03/08 3:00,0,17,98,563,66
파프리카,2021/03/08 4:00,1,16,98,578,66
파프리카,2021/03/08 5:00,0,17,98,593,65
파프리카,2021/03/08 6:00,2,17,98,608,65
파프리카,2021/03/08 7:00,65,16,97,617,65
파프리카,2021/03/08 8:00,235,18,96,545,64
파프리카,2021/03/08 9:00,448,22,90,366,67
파프리카,2021/03/08 10:00,610,25,90,308,68
파프리카,2021/03/08 11:00,732,28,83,356,70
파프리카,2021/03/08 12:00,799,31,85,294,71
파프리카,2021/03/08 13:00,783,29,84,307,71
파프리카,2021/03/08 14:00,740,28,87,306,71
파프리카,2021/03/08 15:00,503,28,89,326,71
파프리카,2021/03/08 16:00,300,24,90,358,70
파프리카,2021/03/08 17:00,156,20,86,350,68
파프리카,2021/03/08 18:00,8,17,93,371,68
파프리카,2021/03/08 19:00,0,17,98,408,67
파프리카,2021/03/08 20:00,0,17,100,435,67
파프리카,2021/03/08 21:00,0,16,100,460,66
파프리카,2021/03/08 22:00,1,16,100,479,65
파프리카,2021/03/08 23:00,0,17,97,509,66
파프리카,2021/03/09 0:00,0,17,99,522,66
파프리카,2021/03/09 1:00,0,16,98,537,66
파프리카,2021/03/09 2:00,0,16,99,550,65
파프리카,2021/03/09 3:00,0,16,98,570,65
파프리카,2021/03/09 4:00,0,17,98,590,65
파프리카,2021/03/09 5:00,0,17,98,598,65
파프리카,2021/03/09 6:00,1,17,98,615,65
파프리카,2021/03/09 7:00,60,17,98,630,65
파프리카,2021/03/09 8:00,194,18,97,544,64
파프리카,2021/03/09 9:00,311,21,96,412,66
파프리카,2021/03/09 10:00,549,25,92,288,69
파프리카,2021/03/09 11:00,610,26,90,294,70
파프리카,2021/03/09 12:00,611,27,89,272,71
파프리카,2021/03/09 13:00,673,28,87,280,71
파프리카,2021/03/09 14:00,533,27,89,280,72
파프리카,2021/03/09 15:00,489,28,90,255,71
파프리카,2021/03/09 16:00,271,27,92,234,71
파프리카,2021/03/09 17:00,88,23,94,246,70
파프리카,2021/03/09 18:00,6,18,91,361,68
파프리카,2021/03/09 19:00,0,17,98,407,68
파프리카,2021/03/09 20:00,0,16,99,438,67
파프리카,2021/03/09 21:00,0,16,99,458,67
파프리카,2021/03/09 22:00,0,16,100,483,66
파프리카,2021/03/09 23:00,0,17,99,502,66
파프리카,2021/03/10 0:00,0,17,99,522,66
파프리카,2021/03/10 1:00,0,17,99,544,66
파프리카,2021/03/10 2:00,0,17,99,556,66
파프리카,2021/03/10 3:00,0,17,99,568,66
파프리카,2021/03/10 4:00,0,16,99,577,66
파프리카,2021/03/10 5:00,0,17,98,579,65
파프리카,2021/03/10 6:00,3,17,98,592,65
파프리카,2021/03/10 7:00,81,16,97,609,65
파프리카,2021/03/10 8:00,276,19,94,521,65
파프리카,2021/03/10 9:00,469,22,88,368,66
파프리카,2021/03/10 10:00,638,25,87,330,68
파프리카,2021/03/10 11:00,754,26,85,317,69
파프리카,2021/03/10 12:00,810,27,84,312,70
파프리카,2021/03/10 13:00,792,29,86,309,70
파프리카,2021/03/10 14:00,698,29,86,312,71
파프리카,2021/03/10 15:00,546,28,87,276,70
파프리카,2021/03/10 16:00,342,28,92,231,70
파프리카,2021/03/10 17:00,122,24,92,243,70
파프리카,2021/03/10 18:00,9,17,87,361,68
파프리카,2021/03/10 19:00,0,17,97,399,67
파프리카,2021/03/10 20:00,0,17,99,429,67
파프리카,2021/03/10 21:00,0,16,100,453,66
파프리카,2021/03/10 22:00,0,16,98,477,66
파프리카,2021/03/10 23:00,0,16,99,497,66
파프리카,2021/03/11 0:00,0,16,98,514,66
파프리카,2021/03/11 1:00,0,16,98,533,65
파프리카,2021/03/11 2:00,0,16,98,551,65
파프리카,2021/03/11 3:00,0,16,98,568,65
파프리카,2021/03/11 4:00,0,16,98,581,65
파프리카,2021/03/11 5:00,0,17,97,593,65
파프리카,2021/03/11 6:00,3,17,97,610,65
파프리카,2021/03/11 7:00,94,16,97,616,65
파프리카,2021/03/11 8:00,269,18,94,516,64
파프리카,2021/03/11 9:00,451,20,90,356,66
파프리카,2021/03/11 10:00,621,23,86,332,68
파프리카,2021/03/11 11:00,654,26,86,309,68
파프리카,2021/03/11 12:00,509,26,88,287,69
파프리카,2021/03/11 13:00,562,27,89,262,70
파프리카,2021/03/11 14:00,627,27,88,319,70
파프리카,2021/03/11 15:00,540,29,89,301,70
파프리카,2021/03/11 16:00,308,28,92,264,69
파프리카,2021/03/11 17:00,97,24,94,303,69
파프리카,2021/03/11 18:00,8,17,90,366,68
파프리카,2021/03/11 19:00,0,17,97,404,67
파프리카,2021/03/11 20:00,0,17,100,435,66
파프리카,2021/03/11 21:00,0,16,100,461,66
파프리카,2021/03/11 22:00,0,16,100,486,66
파프리카,2021/03/11 23:00,0,18,98,507,65
파프리카,2021/03/12 0:00,0,18,99,533,66
파프리카,2021/03/12 1:00,0,17,100,556,66
파프리카,2021/03/12 2:00,0,17,100,575,66
파프리카,2021/03/12 3:00,0,16,100,595,65
파프리카,2021/03/12 4:00,0,17,99,616,65
파프리카,2021/03/12 5:00,0,17,99,635,65
파프리카,2021/03/12 6:00,0,17,100,650,65
파프리카,2021/03/12 7:00,7,18,99,677,65
파프리카,2021/03/12 8:00,44,17,100,678,65
파프리카,2021/03/12 9:00,71,17,100,676,65
파프리카,2021/03/12 10:00,92,17,100,687,66
파프리카,2021/03/12 11:00,77,17,100,695,67
파프리카,2021/03/12 12:00,51,17,100,706,68
파프리카,2021/03/12 13:00,79,17,100,724,68
파프리카,2021/03/12 14:00,51,17,100,744,68
파프리카,2021/03/12 15:00,84,16,100,753,68
파프리카,2021/03/12 16:00,71,16,100,757,68
파프리카,2021/03/12 17:00,27,16,100,763,67
파프리카,2021/03/12 18:00,1,16,100,745,67
파프리카,2021/03/12 19:00,0,15,100,695,67
파프리카,2021/03/12 20:00,0,15,100,684,67
파프리카,2021/03/12 21:00,0,15,100,676,66
파프리카,2021/03/12 22:00,0,15,100,661,66
파프리카,2021/03/12 23:00,0,17,98,675,66
파프리카,2021/03/13 0:00,0,17,100,663,66
파프리카,2021/03/13 1:00,0,16,100,644,66
파프리카,2021/03/13 2:00,0,17,99,669,65
파프리카,2021/03/13 3:00,0,16,99,634,66
파프리카,2021/03/13 4:00,0,16,99,614,65
파프리카,2021/03/13 5:00,0,16,98,626,65
파프리카,2021/03/13 6:00,4,17,98,638,65
파프리카,2021/03/13 7:00,82,17,98,644,65
파프리카,2021/03/13 8:00,284,19,94,519,65
파프리카,2021/03/13 9:00,487,21,88,343,66
파프리카,2021/03/13 10:00,654,23,86,328,67
파프리카,2021/03/13 11:00,764,26,85,322,68
파프리카,2021/03/13 12:00,812,28,84,315,69
파프리카,2021/03/13 13:00,786,29,87,290,70
파프리카,2021/03/13 14:00,688,29,87,286,70
파프리카,2021/03/13 15:00,533,29,88,282,71
파프리카,2021/03/13 16:00,306,28,92,268,70
파프리카,2021/03/13 17:00,118,25,94,243,69
파프리카,2021/03/13 18:00,9,18,93,361,68
파프리카,2021/03/13 19:00,0,18,97,396,67
파프리카,2021/03/13 20:00,0,17,99,416,67
파프리카,2021/03/13 21:00,0,16,100,442,66
파프리카,2021/03/13 22:00,0,16,99,466,66
파프리카,2021/03/13 23:00,0,17,99,484,66
파프리카,2021/03/14 0:00,0,17,100,510,66
파프리카,2021/03/14 1:00,0,17,98,531,65
파프리카,2021/03/14 2:00,0,16,99,548,65
파프리카,2021/03/14 3:00,0,17,98,559,65
파프리카,2021/03/14 4:00,0,17,98,577,65
파프리카,2021/03/14 5:00,0,17,98,591,65
파프리카,2021/03/14 6:00,4,17,98,607,64
파프리카,2021/03/14 7:00,85,17,98,616,64
파프리카,2021/03/14 8:00,266,18,94,497,64
파프리카,2021/03/14 9:00,470,21,89,356,66
파프리카,2021/03/14 10:00,643,24,87,334,67
파프리카,2021/03/14 11:00,759,27,87,314,68
파프리카,2021/03/14 12:00,826,28,86,306,69
파프리카,2021/03/14 13:00,768,29,87,302,70
파프리카,2021/03/14 14:00,768,29,85,297,70
파프리카,2021/03/14 15:00,410,28,89,291,71
파프리카,2021/03/14 16:00,300,28,94,251,70
파프리카,2021/03/14 17:00,93,25,95,250,70
파프리카,2021/03/14 18:00,10,18,88,367,68
파프리카,2021/03/14 19:00,0,17,95,408,67
파프리카,2021/03/14 20:00,0,16,99,439,67
파프리카,2021/03/14 21:00,0,15,100,464,66
파프리카,2021/03/14 22:00,0,15,99,490,66
파프리카,2021/03/14 23:00,0,16,99,510,66
파프리카,2021/03/15 0:00,0,17,98,533,65
파프리카,2021/03/15 1:00,0,16,99,553,65
파프리카,2021/03/15 2:00,0,17,98,571,65
파프리카,2021/03/15 3:00,0,16,98,588,65
파프리카,2021/03/15 4:00,0,16,98,612,65
파프리카,2021/03/15 5:00,0,17,98,623,64
파프리카,2021/03/15 6:00,5,17,98,643,64
파프리카,2021/03/15 7:00,95,16,98,649,64
파프리카,2021/03/15 8:00,277,19,94,518,64
파프리카,2021/03/15 9:00,434,21,89,378,66
파프리카,2021/03/15 10:00,641,24,88,350,67
파프리카,2021/03/15 11:00,666,26,86,317,69
파프리카,2021/03/15 12:00,708,27,86,289,69
파프리카,2021/03/15 13:00,653,28,87,290,69
파프리카,2021/03/15 14:00,586,28,88,276,70
파프리카,2021/03/15 15:00,452,29,89,255,70
파프리카,2021/03/15 16:00,281,28,94,218,70
파프리카,2021/03/15 17:00,118,25,96,227,70
파프리카,2021/03/15 18:00,10,18,90,354,68
파프리카,2021/03/15 19:00,0,17,96,396,67
